ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-3000178,ECM proteoglycans,10/219,40/8657,3.81582779717957e-08,1.12805409254121e-06,9.81571492563954e-07,Bgn/Sparc/Col1a1/Col1a2/Col3a1/Col5a1/Col5a2/Col6a1/Col6a3/Fn1,10
R-MMU-114608,Platelet degranulation ,16/219,132/8657,1.9095571796291e-07,5.31306203508567e-06,4.6231384348915e-06,Actn1/Clec3b/Clu/Flna/Lgals3bp/Pf4/Selenop/Sparc/Srgn/Tgfb3/Timp3/Fn1/Gas6/Igf1/Timp1/Trf,16
R-MMU-419037,NCAM1 interactions,7/219,19/8657,2.34441553786324e-07,6.16060305227396e-06,5.36062266259958e-06,Col3a1/Col4a1/Col4a2/Col5a1/Col5a2/Col6a1/Col6a3,7
R-MMU-76005,Response to elevated platelet cytosolic Ca2+,16/219,137/8657,3.20812052938565e-07,7.98653163368111e-06,6.94944668692404e-06,Actn1/Clec3b/Clu/Flna/Lgals3bp/Pf4/Selenop/Sparc/Srgn/Tgfb3/Timp3/Fn1/Gas6/Igf1/Timp1/Trf,16
R-MMU-8875878,MET promotes cell motility,9/219,41/8657,6.24006584612897e-07,1.4757755726095e-05,1.2841398662297e-05,Col1a1/Col1a2/Col3a1/Col5a1/Col5a2/Fn1/Lama4/Lamb1/Lamb2,9
R-MMU-977606,Regulation of Complement cascade,9/219,42/8657,7.76908152813316e-07,1.74989312514618e-05,1.522662093985e-05,C1qa/C1qb/C1qc/C1ra/Clu/Cd55/Cfp/C3/Cfh,9
R-MMU-76002,Platelet activation, signaling and aggregation,21/219,260/8657,2.39096935995037e-06,5.1405841238933e-05,4.47305751072056e-05,Rhob/Mgll/Actn1/Clec3b/Clu/Flna/Lgals3bp/Pf4/Selenop/Sparc/Srgn/Tgfb3/Timp3/Fcer1g/Col1a1/Col1a2/Fn1/Gas6/Igf1/Timp1/Trf,21
R-MMU-445355,Smooth Muscle Contraction,7/219,27/8657,3.47631827361464e-06,7.14912410182489e-05,6.22078006857357e-05,Acta2/Actg2/Cald1/Myh11/Tpm1/Tpm2/Myl9,7
R-MMU-166658,Complement cascade,9/219,50/8657,3.66131907981615e-06,7.21584968647099e-05,6.27884105354436e-05,C1qa/C1qb/C1qc/C1ra/Clu/Cd55/Cfp/C3/Cfh,9
R-MMU-3000157,Laminin interactions,7/219,28/8657,4.53620759780866e-06,8.58250477505398e-05,7.46803019260289e-05,Hspg2/Col18a1/Col4a1/Col4a2/Lama4/Lamb1/Lamb2,7
R-MMU-166663,Initial triggering of complement,6/219,19/8657,5.04116425584153e-06,9.17104112697325e-05,7.98014260742526e-05,C1qa/C1qb/C1qc/C1ra/Cfp/C3,6
R-MMU-186797,Signaling by PDGF,9/219,56/8657,9.7043806838067e-06,0.000170006372720021,0.000147930325433467,Pdgfra/Col3a1/Col4a1/Col4a2/Col5a1/Col5a2/Col6a1/Col6a3/Pdgfd,9
R-MMU-202733,Cell surface interactions at the vascular wall,12/219,107/8657,1.51683357495864e-05,0.000256236528912655,0.000222963130755198,Thbd/Pf4/Fcer1g/Col1a1/Col1a2/Cav1/Cd74/Esam/Fn1/Gas6/Jam2/Sdc2,12
R-MMU-2173782,Binding and Uptake of Ligands by Scavenger Receptors,7/219,34/8657,1.81109604041822e-05,0.000295396009350971,0.000257037586861533,Colec12/Sparc/Hba-a1/Hba-a2/Hbb-bs/Apoe/Lrp1,7
R-MMU-2214320,Anchoring fibril formation,5/219,15/8657,2.41674617172387e-05,0.000381040313075129,0.000331560615138257,Bmp1/Col1a1/Col1a2/Col4a1/Col4a2,5
R-MMU-375165,NCAM signaling for neurite out-growth,7/219,36/8657,2.69194068860289e-05,0.000402553818470985,0.000350280500772572,Col3a1/Col4a1/Col4a2/Col5a1/Col5a2/Col6a1/Col6a3,7
R-MMU-975634,Retinoid metabolism and transport,8/219,49/8657,2.72340849705529e-05,0.000402553818470985,0.000350280500772572,Gpc6/Hspg2/Lpl/Apoe/Gpc3/Lrp1/Rbp4/Sdc2,8
R-MMU-6806667,Metabolism of fat-soluble vitamins,8/219,52/8657,4.25756445255117e-05,0.000610250904865668,0.000531007241131582,Gpc6/Hspg2/Lpl/Apoe/Gpc3/Lrp1/Rbp4/Sdc2,8
R-MMU-5627123,RHO GTPases activate PAKs,5/219,19/8657,8.61425770024672e-05,0.00119839526241668,0.00104277856371408,Ppp1r12a/Myh11/Mylk/Flna/Myl9,5
R-MMU-1247673,Erythrocytes take up oxygen and release carbon dioxide,4/219,11/8657,0.000114356733681202,0.00154544957232024,0.00134476640208571,Aqp1/Hba-a1/Hba-a2/Hbb-bs,4
R-MMU-6806834,Signaling by MET,9/219,76/8657,0.000117738851705147,0.0015469576904593,0.0013460786846992,Col1a1/Col1a2/Col3a1/Col5a1/Col5a2/Fn1/Lama4/Lamb1/Lamb2,9
R-MMU-166786,Creation of C4 and C2 activators,4/219,14/8657,0.000326726505731143,0.00417680100569812,0.003634425710978,C1qa/C1qb/C1qc/C1ra,4
R-MMU-1971475,A tetrasaccharide linker sequence is required for GAG synthesis,5/219,26/8657,0.000421757437330902,0.00516454481953056,0.00449390680858228,Bgn/Gpc6/Hspg2/Gpc3/Sdc2,5
R-MMU-1237044,Erythrocytes take up carbon dioxide and release oxygen,4/219,15/8657,0.000436747976281654,0.00516454481953056,0.00449390680858228,Aqp1/Hba-a1/Hba-a2/Hbb-bs,4
R-MMU-1480926,O2/CO2 exchange in erythrocytes,4/219,15/8657,0.000436747976281654,0.00516454481953056,0.00449390680858228,Aqp1/Hba-a1/Hba-a2/Hbb-bs,4
R-MMU-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,9/219,101/8657,0.00100028920848696,0.011539921844252,0.0100414141339769,Cd34/Colec12/Ifitm1/Ifitm3/B2m/Col1a1/Col1a2/Col3a1/C3,9
R-MMU-2168880,Scavenging of heme from plasma,4/219,19/8657,0.00114536474906073,0.0128989887215648,0.0112240004231264,Hba-a1/Hba-a2/Hbb-bs/Lrp1,4
R-MMU-397014,Muscle contraction,11/219,150/8657,0.00144480811390528,0.0158928892529581,0.0138291302946625,Acta2/Actg2/Cald1/Myh11/Tpm1/Tpm2/Atp1a2/Atp2b1/Fxyd3/Fxyd6/Myl9,11
R-MMU-2024096,HS-GAG degradation,4/219,21/8657,0.00169979906299142,0.0182728399271578,0.01590003429736,Gpc6/Hspg2/Gpc3/Sdc2,4
R-MMU-2187338,Visual phototransduction,8/219,90/8657,0.00192777616687467,0.0202630694873715,0.0176318241227601,Gpc6/Hspg2/Lpl/Apoe/Gpc3/Lrp1/Rbp4/Sdc2,8
R-MMU-2022857,Keratan sulfate degradation,3/219,11/8657,0.00226732485571863,0.0228179714203172,0.0198549612225304,Lum/Ogn/Prelp,3
R-MMU-75892,Platelet Adhesion to exposed collagen,3/219,11/8657,0.00226732485571863,0.0228179714203172,0.0198549612225304,Fcer1g/Col1a1/Col1a2,3
R-MMU-430116,GP1b-IX-V activation signalling,3/219,12/8657,0.00296705194604076,0.0292378243849433,0.0254411690987267,Flna/Col1a1/Col1a2,3
R-MMU-2022928,HS-GAG biosynthesis,4/219,26/8657,0.00384622242489575,0.0371278205505243,0.0323066158568043,Gpc6/Hspg2/Gpc3/Sdc2,4
R-MMU-1266738,Developmental Biology,21/219,444/8657,0.00415338827257518,0.0392910530585612,0.0341889434647767,Cxcl12/Fgfr1/Rhob/Krt15/Krt18/Krt19/Krt4/Krt5/Krt7/Krt8/Tyrobp/Col3a1/Col4a1/Col4a2/Col5a1/Col5a2/Col6a1/Col6a3/Mmp2/Sdc2/Sprr1a,21
R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,21/219,447/8657,0.00448763102221544,0.0416205779119197,0.0362159696529667,Nfkbia/Net1/Fgfr1/Hbegf/Pdgfra/Col1a1/Col1a2/Col3a1/Col4a1/Col4a2/Col5a1/Col5a2/Col6a1/Col6a3/Fn1/Hspb1/Igf1/Lama4/Lamb1/Lamb2/Pdgfd,21
R-MMU-446353,Cell-extracellular matrix interactions,3/219,14/8657,0.00472911340373143,0.0430167430762494,0.0374308368594937,Actn1/Flna/Fblim1,3
