ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-166658,Complement cascade,5/94,50/8657,0.000195325042008525,0.0024149277921054,0.00205605307377394,C4b/Cfp/Clu/C1qb/Cfh,5
R-MMU-8874081,MET activates PTK2 signaling,4/94,30/8657,0.000287779621831915,0.00340330683209917,0.00289755225643118,Lama4/Col1a1/Col5a2/Col5a1,4
R-MMU-375165,NCAM signaling for neurite out-growth,4/94,36/8657,0.000588537789367572,0.00667009494616582,0.00567887340617833,Col5a2/Col4a2/Col5a1/Col6a3,4
R-MMU-6805567,Keratinization,7/94,138/8657,0.000725060146769089,0.00788865439684769,0.00671634662270314,Sprr1a/Krt15/Krt18/Krt19/Krt4/Krt5/Krt8,7
R-MMU-1266738,Developmental Biology,13/94,444/8657,0.000957625122889793,0.00977978496565797,0.00832644230822273,Sprr1a/Tyrobp/Col5a2/Krt15/Krt18/Krt19/Krt4/Krt5/Krt8/Col4a2/Col5a1/Col6a3/Fgfr1,13
R-MMU-8875878,MET promotes cell motility,4/94,41/8657,0.000970787478208695,0.00977978496565797,0.00832644230822273,Lama4/Col1a1/Col5a2/Col5a1,4
R-MMU-166663,Initial triggering of complement,3/94,19/8657,0.00105909720444323,0.0102883728431628,0.0087594505630643,C4b/Cfp/C1qb,3
R-MMU-2024096,HS-GAG degradation,3/94,21/8657,0.00143099223895222,0.0134217203101725,0.0114271612547909,Hspg2/Gpc6/Gpc3,3
R-MMU-975634,Retinoid metabolism and transport,4/94,49/8657,0.0019011336592658,0.0172369451773433,0.0146754177206483,Hspg2/Gpc6/Lpl/Gpc3,4
R-MMU-6806667,Metabolism of fat-soluble vitamins,4/94,52/8657,0.00236978729879859,0.0207929724281683,0.0177029951013817,Hspg2/Gpc6/Lpl/Gpc3,4
R-MMU-1971475,A tetrasaccharide linker sequence is required for GAG synthesis,3/94,26/8657,0.00268980428539507,0.0221705080493169,0.0188758195466321,Hspg2/Gpc6/Gpc3,3
R-MMU-2022928,HS-GAG biosynthesis,3/94,26/8657,0.00268980428539507,0.0221705080493169,0.0188758195466321,Hspg2/Gpc6/Gpc3,3
R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,12/94,447/8657,0.00313447810263051,0.0250758248210441,0.0213493864575453,Lama4/Col1a1/Col5a2/Pdgfd/Igf1/Col4a2/Col5a1/Col6a3/Fgfr1/Hbegf/Hspb1/Pdgfrb,12
R-MMU-3000157,Laminin interactions,3/94,28/8657,0.00333646885595569,0.0259291293948557,0.0220758841597068,Hspg2/Lama4/Col4a2,3
R-MMU-2129379,Molecules associated with elastic fibres,3/94,34/8657,0.00581515153296685,0.0430890929571734,0.0366857602576554,Tgfb3/Efemp1/Mfap2,3
R-MMU-2022857,Keratan sulfate degradation,2/94,11/8657,0.00601979975136981,0.0430890929571734,0.0366857602576554,Ogn/Prelp,2
R-MMU-75892,Platelet Adhesion to exposed collagen,2/94,11/8657,0.00601979975136981,0.0430890929571734,0.0366857602576554,Fcer1g/Col1a1,2
