ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-2022090,Assembly of collagen fibrils and other multimeric structures,11/202,44/8657,3.32654245455417e-09,1.38202718339205e-07,1.21920168430072e-07,Bmp1/Loxl1/Col4a1/Col6a1/Col12a1/Col1a1/Col1a2/Col3a1/Col4a2/Col5a2/Col6a3,11
R-MMU-3000171,Non-integrin membrane-ECM interactions,9/202,33/8657,4.0752210174388e-08,1.55198000414128e-06,1.3691312716483e-06,Fn1/Col4a1/Sdc2/Col1a1/Col1a2/Col3a1/Col4a2/Col5a2/Hspg2,9
R-MMU-114608,Platelet degranulation ,16/202,132/8657,6.21319682164323e-08,2.18417765191612e-06,1.92684565399948e-06,Serpina3n/Clec3b/Clu/Flna/Fn1/Gas6/Lgals3bp/Pf4/Selenop/Sparc/Srgn/Timp3/Trf/Tgfb3/Igf1/Timp1,16
R-MMU-76005,Response to elevated platelet cytosolic Ca2+,16/202,137/8657,1.05366206663575e-07,3.43945403180383e-06,3.03422986106384e-06,Serpina3n/Clec3b/Clu/Flna/Fn1/Gas6/Lgals3bp/Pf4/Selenop/Sparc/Srgn/Timp3/Trf/Tgfb3/Igf1/Timp1,16
R-MMU-216083,Integrin cell surface interactions,12/202,76/8657,1.57351993912191e-07,4.79399074785809e-06,4.22917990655222e-06,Fn1/Col18a1/Fbn1/Col4a1/Col6a1/Col1a1/Col1a2/Col3a1/Col4a2/Col5a2/Col6a3/Hspg2,12
R-MMU-2243919,Crosslinking of collagen fibrils,6/202,13/8657,2.24422434115363e-07,6.41006577442006e-06,5.65485475435422e-06,Bmp1/Loxl1/Col4a1/Col1a1/Col1a2/Col4a2,6
R-MMU-3000178,ECM proteoglycans,9/202,40/8657,2.50784048471924e-07,6.74166530303937e-06,5.94738641267782e-06,Fn1/Sparc/Col6a1/Col1a1/Col1a2/Col3a1/Col5a2/Col6a3/Bgn,9
R-MMU-8874081,MET activates PTK2 signaling,8/202,30/8657,2.88130266346247e-07,7.31530731779083e-06,6.45344397722881e-06,Fn1/Lama4/Lamb1/Lamb2/Col1a1/Col1a2/Col3a1/Col5a2,8
R-MMU-445355,Smooth Muscle Contraction,7/202,27/8657,2.02793987131779e-06,4.87772905890647e-05,4.30305246933359e-05,Myl9/Acta2/Actg2/Cald1/Myh11/Tpm1/Tpm2,7
R-MMU-76002,Platelet activation, signaling and aggregation,20/202,260/8657,2.55505367623554e-06,5.76870725999488e-05,5.08905880589206e-05,Fcer1g/Serpina3n/Clec3b/Clu/Flna/Fn1/Gas6/Lgals3bp/Pf4/Selenop/Sparc/Srgn/Timp3/Trf/Tgfb3/Rhob/Igf1/Timp1/Col1a1/Col1a2,20
R-MMU-3000157,Laminin interactions,7/202,28/8657,2.65082828139808e-06,5.76870725999488e-05,5.08905880589206e-05,Lama4/Col18a1/Col4a1/Lamb1/Lamb2/Col4a2/Hspg2,7
R-MMU-419037,NCAM1 interactions,6/202,19/8657,3.15563160667331e-06,6.55510747386228e-05,5.78280815959749e-05,Col4a1/Col6a1/Col3a1/Col4a2/Col5a2/Col6a3,6
R-MMU-8875878,MET promotes cell motility,8/202,41/8657,3.77273284128678e-06,7.49625612377416e-05,6.613074042164e-05,Fn1/Lama4/Lamb1/Lamb2/Col1a1/Col1a2/Col3a1/Col5a2,8
R-MMU-977606,Regulation of Complement cascade,8/202,42/8657,4.56802441074347e-06,8.69827981545735e-05,7.67347960225767e-05,C3/Clu/Cfh/C4b/Cd55/C1qa/C1qb/C1ra,8
R-MMU-186797,Signaling by PDGF,9/202,56/8657,5.02953805536166e-06,9.19399556520112e-05,8.11079189559375e-05,Pdgfd/Col4a1/Col6a1/Col3a1/Col4a2/Col5a2/Col6a3/Thbs2/Pdgfrb,9
R-MMU-2173782,Binding and Uptake of Ligands by Scavenger Receptors,7/202,34/8657,1.06939518398744e-05,0.000187966768877792,0.00016582119654542,Sparc/Hba-a1/Hba-a2/Hbb-bs/Lrp1/Apoe/Colec12,7
R-MMU-975634,Retinoid metabolism and transport,8/202,49/8657,1.51722740816451e-05,0.00025680478723377,0.000226548965819495,Lpl/Lrp1/Rbp4/Sdc2/Apoe/Gpc3/Gpc6/Hspg2,8
R-MMU-2214320,Anchoring fibril formation,5/202,15/8657,1.63415413507603e-05,0.000266717299903481,0.000235293621704557,Bmp1/Col4a1/Col1a1/Col1a2/Col4a2,5
R-MMU-166658,Complement cascade,8/202,50/8657,1.77046213297394e-05,0.000279000411989342,0.000246129581462439,C3/Clu/Cfh/C4b/Cd55/C1qa/C1qb/C1ra,8
R-MMU-6806667,Metabolism of fat-soluble vitamins,8/202,52/8657,2.38437544771039e-05,0.000363219859867882,0.000320426595253712,Lpl/Lrp1/Rbp4/Sdc2/Apoe/Gpc3/Gpc6/Hspg2,8
R-MMU-166663,Initial triggering of complement,5/202,19/8657,5.86333069824743e-05,0.000837356915343461,0.000738702518891041,C3/C4b/C1qa/C1qb/C1ra,5
R-MMU-5627123,RHO GTPases activate PAKs,5/202,19/8657,5.86333069824743e-05,0.000837356915343461,0.000738702518891041,Flna/Myl9/Myh11/Mylk/Ppp1r12a,5
R-MMU-1247673,Erythrocytes take up oxygen and release carbon dioxide,4/202,11/8657,8.35076431178845e-05,0.0011564543304507,0.00102020501799521,Aqp1/Hba-a1/Hba-a2/Hbb-bs,4
R-MMU-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,10/202,101/8657,0.000116025648647329,0.00155952121858322,0.00137578400718041,C3/B2m/Cd200/Cd34/Col1a1/Col1a2/Col3a1/Colec12/Ifitm1/Ifitm3,10
R-MMU-375165,NCAM signaling for neurite out-growth,6/202,36/8657,0.000162695318641354,0.00212433601768853,0.0018740543470568,Col4a1/Col6a1/Col3a1/Col4a2/Col5a2/Col6a3,6
R-MMU-202733,Cell surface interactions at the vascular wall,10/202,107/8657,0.000187966821823009,0.00238613437703097,0.00210500856018165,Fcer1g/Esam/Fn1/Gas6/Pf4/Cd74/Sdc2/Col1a1/Col1a2/Cav1,10
R-MMU-1971475,A tetrasaccharide linker sequence is required for GAG synthesis,5/202,26/8657,0.000290381584723827,0.00358660497888619,0.0031640440099353,Sdc2/Bgn/Gpc3/Gpc6/Hspg2,5
R-MMU-1237044,Erythrocytes take up carbon dioxide and release oxygen,4/202,15/8657,0.000320952704427586,0.0037609073313694,0.0033178106827467,Aqp1/Hba-a1/Hba-a2/Hbb-bs,4
R-MMU-1480926,O2/CO2 exchange in erythrocytes,4/202,15/8657,0.000320952704427586,0.0037609073313694,0.0033178106827467,Aqp1/Hba-a1/Hba-a2/Hbb-bs,4
R-MMU-6806834,Signaling by MET,8/202,76/8657,0.000370237535201364,0.00422996383967558,0.00373160463110848,Fn1/Lama4/Lamb1/Lamb2/Col1a1/Col1a2/Col3a1/Col5a2,8
R-MMU-397014,Muscle contraction,11/202,150/8657,0.000746964411587518,0.00832592039257307,0.00734499023460897,Atp1a2/Atp2b1/Fxyd3/Fxyd6/Myl9/Acta2/Actg2/Cald1/Myh11/Tpm1/Tpm2,11
R-MMU-2168880,Scavenging of heme from plasma,4/202,19/8657,0.000846995357230177,0.00921611614890931,0.00813030631125709,Hba-a1/Hba-a2/Hbb-bs/Lrp1,4
R-MMU-2187338,Visual phototransduction,8/202,90/8657,0.00115269132049285,0.0122506961270984,0.0108073629314262,Lpl/Lrp1/Rbp4/Sdc2/Apoe/Gpc3/Gpc6/Hspg2,8
R-MMU-2024096,HS-GAG degradation,4/202,21/8657,0.0012609306952383,0.0130964847209978,0.0115535037386668,Sdc2/Gpc3/Gpc6/Hspg2,4
R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,21/202,447/8657,0.00169748237133056,0.0172388765266237,0.0152078537595229,Fn1/Hspb1/Lama4/Net1/Pdgfd/Col4a1/Col6a1/Igf1/Lamb1/Lamb2/Col1a1/Col1a2/Col3a1/Nfkbia/Col4a2/Col5a2/Col6a3/Thbs2/Fgfr1/Hbegf/Pdgfrb,21
R-MMU-75892,Platelet Adhesion to exposed collagen,3/202,11/8657,0.00179845307666968,0.0178672403486532,0.015762186003764,Fcer1g/Col1a1/Col1a2,3
R-MMU-430116,GP1b-IX-V activation signalling,3/202,12/8657,0.00235694425090101,0.0229175217587609,0.0202174613235182,Flna/Col1a1/Col1a2,3
R-MMU-2022928,HS-GAG biosynthesis,4/202,26/8657,0.00287539666569252,0.0273761724212809,0.0241508097140403,Sdc2/Gpc3/Gpc6/Hspg2,4
R-MMU-6809371,Formation of the cornified envelope,8/202,107/8657,0.00346308347683873,0.0322985540594959,0.0284932539555152,Krt15/Krt18/Krt19/Krt4/Krt5/Krt7/Krt8/Sprr1a,8
R-MMU-166786,Creation of C4 and C2 activators,3/202,14/8657,0.00376770199892769,0.0344367962701991,0.0303795761176696,C1qa/C1qb/C1ra,3
R-MMU-1592389,Activation of Matrix Metalloproteinases,5/202,46/8657,0.00414917484594889,0.0371798608744832,0.0327994626625062,Mmp14/Col18a1/Mmp2/Timp1/Ctsk,5
R-MMU-1638091,Heparan sulfate/heparin (HS-GAG) metabolism,5/202,49/8657,0.00545635189468677,0.0470481663372048,0.0415051196755716,Sdc2/Bgn/Gpc3/Gpc6/Hspg2,5
R-MMU-1793185,Chondroitin sulfate/dermatan sulfate metabolism,5/202,49/8657,0.00545635189468677,0.0470481663372048,0.0415051196755716,Sdc2/Bgn/Gpc3/Gpc6/Hspg2,5
