ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-1442490,Collagen degradation,16/224,68/8657,1.0549574007155e-11,4.53631682307667e-10,4.00782859410579e-10,Col12a1/Col15a1/Col1a1/Col5a2/Col6a3/Col8a1/Ctsk/Col1a2/Col3a1/Col4a2/Col5a1/Col6a1/Col18a1/Col4a1/Mmp14/Mmp2,16
R-MMU-2129379,Molecules associated with elastic fibres,12/224,34/8657,2.22866297811246e-11,8.78464657205994e-10,7.7612210729004e-10,Fn1/Tgfb3/Bmp4/Efemp1/Eln/Fbln1/Fbln2/Fbln5/Fbn1/Mfap2/Mfap4/Mfap5,12
R-MMU-3000171,Non-integrin membrane-ECM interactions,11/224,33/8657,3.19717233336675e-10,1.16327885667883e-08,1.0277549929932e-08,Col1a1/Col5a2/Fn1/Ddr2/Col1a2/Col3a1/Col4a2/Col5a1/Sdc2/Col4a1/Hspg2,11
R-MMU-3000178,ECM proteoglycans,11/224,40/8657,3.25553382318082e-09,1.09990535597466e-07,9.71764607370515e-08,Col1a1/Col5a2/Col6a3/Fn1/Sparc/Bgn/Col1a2/Col3a1/Col5a1/Col6a1/Tnc,11
R-MMU-2243919,Crosslinking of collagen fibrils,7/224,13/8657,1.06370693590339e-08,3.35422253788201e-07,2.96345020037645e-07,Bmp1/Col1a1/Col1a2/Col4a2/Lox/Loxl1/Col4a1,7
R-MMU-8874081,MET activates PTK2 signaling,9/224,30/8657,3.94894247930575e-08,1.16740612044476e-06,1.0314014238713e-06,Col1a1/Col5a2/Fn1/Col1a2/Col3a1/Col5a1/Lama4/Lamb1/Lamb2,9
R-MMU-114608,Platelet degranulation ,17/224,132/8657,4.38171717354408e-08,1.21914836652138e-06,1.0771156147969e-06,Serpina3n/Actn1/Clec3b/Clu/Flna/Fn1/Gas6/Islr/Lgals3bp/Selenop/Sparc/Srgn/Tgfb3/Timp3/Igf1/Timp1/Trf,17
R-MMU-76005,Response to elevated platelet cytosolic Ca2+,17/224,137/8657,7.65752772205215e-08,1.95266263386432e-06,1.72517428651193e-06,Serpina3n/Actn1/Clec3b/Clu/Flna/Fn1/Gas6/Islr/Lgals3bp/Selenop/Sparc/Srgn/Tgfb3/Timp3/Igf1/Timp1/Trf,17
R-MMU-977606,Regulation of Complement cascade,10/224,42/8657,7.84367654194971e-08,1.95266263386432e-06,1.72517428651193e-06,Clu/C3/C4b/C1qa/C1qb/C1qc/C1ra/Cfh/Cfp/Cd55,10
R-MMU-166663,Initial triggering of complement,7/224,19/8657,2.73479683156848e-07,6.15980429205662e-06,5.4421771535473e-06,C3/C4b/C1qa/C1qb/C1qc/C1ra/Cfp,7
R-MMU-419037,NCAM1 interactions,7/224,19/8657,2.73479683156848e-07,6.15980429205662e-06,5.4421771535473e-06,Col5a2/Col6a3/Col3a1/Col4a2/Col5a1/Col6a1/Col4a1,7
R-MMU-3000157,Laminin interactions,8/224,28/8657,3.52697019978821e-07,7.58298592954466e-06,6.69955583404747e-06,Col4a2/Col18a1/Col4a1/Hspg2/Lama4/Lamb1/Lamb2/Nid1,8
R-MMU-166658,Complement cascade,10/224,50/8657,4.56733152913062e-07,9.39281657947296e-06,8.29853829320299e-06,Clu/C3/C4b/C1qa/C1qb/C1qc/C1ra/Cfh/Cfp/Cd55,10
R-MMU-8875878,MET promotes cell motility,9/224,41/8657,7.5458666779573e-07,1.48716455778075e-05,1.31390748734607e-05,Col1a1/Col5a2/Fn1/Col1a2/Col3a1/Col5a1/Lama4/Lamb1/Lamb2,9
R-MMU-186797,Signaling by PDGF,10/224,56/8657,1.38195783219885e-06,2.61466421852023e-05,2.3100516184545e-05,Col5a2/Col6a3/Col3a1/Col4a2/Col5a1/Col6a1/Pdgfd/Col4a1/Pdgfra/Pdgfrb,10
R-MMU-76002,Platelet activation, signaling and aggregation,21/224,260/8657,3.43397442501219e-06,6.24719193473371e-05,5.51938399485764e-05,Col1a1/Serpina3n/Actn1/Clec3b/Clu/Flna/Fn1/Gas6/Islr/Lgals3bp/Selenop/Sparc/Srgn/Tgfb3/Timp3/Col1a2/Igf1/Timp1/Trf/Mgll/Rhob,21
R-MMU-445355,Smooth Muscle Contraction,7/224,27/8657,4.03860940004386e-06,7.07504535637312e-05,6.25079115718289e-05,Acta2/Actg2/Cald1/Myh11/Myl9/Tpm1/Tpm2,7
R-MMU-2173782,Binding and Uptake of Ligands by Scavenger Receptors,7/224,34/8657,2.09655472271762e-05,0.000354167994230512,0.000312906851473268,Colec12/Sparc/Apoe/Hba-a1/Hba-a2/Hbb-bs/Lrp1,7
R-MMU-2214320,Anchoring fibril formation,5/224,15/8657,2.69509738382005e-05,0.000439579676740304,0.000388367935163905,Bmp1/Col1a1/Col1a2/Col4a2/Col4a1,5
R-MMU-375165,NCAM signaling for neurite out-growth,7/224,36/8657,3.11307450935104e-05,0.000488711422836641,0.000431775753568814,Col5a2/Col6a3/Col3a1/Col4a2/Col5a1/Col6a1/Col4a1,7
R-MMU-975634,Retinoid metabolism and transport,8/224,49/8657,3.20297127017672e-05,0.000488711422836641,0.000431775753568814,Apoe/Lpl/Rbp4/Gpc6/Gpc3/Sdc2/Hspg2/Lrp1,8
R-MMU-6806667,Metabolism of fat-soluble vitamins,8/224,52/8657,4.99956872776832e-05,0.000738998752573255,0.000652904205567113,Apoe/Lpl/Rbp4/Gpc6/Gpc3/Sdc2/Hspg2/Lrp1,8
R-MMU-1247673,Erythrocytes take up oxygen and release carbon dioxide,4/224,11/8657,0.00012482994980067,0.00178922928047626,0.00158078118248376,Aqp1/Hba-a1/Hba-a2/Hbb-bs,4
R-MMU-6806834,Signaling by MET,9/224,76/8657,0.000139804932112088,0.00194493332026522,0.00171834545041792,Col1a1/Col5a2/Fn1/Col1a2/Col3a1/Col5a1/Lama4/Lamb1/Lamb2,9
R-MMU-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,10/224,101/8657,0.000269950894051443,0.00364819351103807,0.00322317308085482,Col1a1/Colec12/B2m/Ifitm1/Col1a2/Col3a1/C3/Cd34/Cd200/Ifitm3,10
R-MMU-166786,Creation of C4 and C2 activators,4/224,14/8657,0.000356151763012272,0.00467943844180012,0.00413427631332959,C1qa/C1qb/C1qc/C1ra,4
R-MMU-202733,Cell surface interactions at the vascular wall,10/224,107/8657,0.000431384377210131,0.00551472460595654,0.0048722502916763,Col1a1/Jam2/Fn1/Gas6/Cav1/Col1a2/Cd74/Sdc2/Esam/Thbd,10
R-MMU-1971475,A tetrasaccharide linker sequence is required for GAG synthesis,5/224,26/8657,0.000467841830317471,0.0056270579910686,0.00497149665617945,Bgn/Gpc6/Gpc3/Sdc2/Hspg2,5
R-MMU-1237044,Erythrocytes take up carbon dioxide and release oxygen,4/224,15/8657,0.000475861140893751,0.0056270579910686,0.00497149665617945,Aqp1/Hba-a1/Hba-a2/Hbb-bs,4
R-MMU-1480926,O2/CO2 exchange in erythrocytes,4/224,15/8657,0.000475861140893751,0.0056270579910686,0.00497149665617945,Aqp1/Hba-a1/Hba-a2/Hbb-bs,4
R-MMU-2168880,Scavenging of heme from plasma,4/224,19/8657,0.00124563627853165,0.0140282371367969,0.0123939248766182,Hba-a1/Hba-a2/Hbb-bs/Lrp1,4
R-MMU-5627123,RHO GTPases activate PAKs,4/224,19/8657,0.00124563627853165,0.0140282371367969,0.0123939248766182,Myh11/Myl9/Mylk/Flna,4
R-MMU-397014,Muscle contraction,11/224,150/8657,0.00173033505865476,0.0190336856452023,0.0168162305577953,Acta2/Actg2/Atp1a2/Atp2b1/Cald1/Fxyd3/Fxyd6/Myh11/Myl9/Tpm1/Tpm2,11
R-MMU-2024096,HS-GAG degradation,4/224,21/8657,0.00184691240905652,0.0198543083973576,0.0175412494352976,Gpc6/Gpc3/Sdc2/Hspg2,4
R-MMU-2187338,Visual phototransduction,8/224,90/8657,0.00222062934416383,0.0233412817730998,0.0206219847867378,Apoe/Lpl/Rbp4/Gpc6/Gpc3/Sdc2/Hspg2/Lrp1,8
R-MMU-2022857,Keratan sulfate degradation,3/224,11/8657,0.00241845747757238,0.0248680518889507,0.0219708837207376,Lum/Ogn/Prelp,3
R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,22/224,447/8657,0.0027398580432655,0.0275734649886081,0.0243611118292588,Col1a1/Col5a2/Col6a3/Fn1/Col1a2/Col3a1/Col4a2/Col5a1/Col6a1/Hspb1/Igf1/Pdgfd/Col4a1/Lama4/Lamb1/Lamb2/Fgfr1/Hbegf/Pdgfra/Pdgfrb/Nfkbia/Net1,22
R-MMU-430116,GP1b-IX-V activation signalling,3/224,12/8657,0.00316345755165198,0.0311732379569039,0.0275415054387244,Col1a1/Flna/Col1a2,3
R-MMU-2022928,HS-GAG biosynthesis,4/224,26/8657,0.00416958641081724,0.0402492729044195,0.0355601676712018,Gpc6/Gpc3/Sdc2/Hspg2,4
R-MMU-446353,Cell-extracellular matrix interactions,3/224,14/8657,0.0050378176138251,0.0476577546267854,0.0421055493197592,Actn1/Fblim1/Flna,3
R-MMU-1266738,Developmental Biology,21/224,444/8657,0.00538872104167485,0.0499777461316118,0.0441552580711025,Krt15/Krt18/Krt19/Krt4/Krt5/Krt7/Krt8/Sprr1a/Col5a2/Col6a3/Tyrobp/Col3a1/Col4a2/Col5a1/Col6a1/Sdc2/Col4a1/Fgfr1/Mmp2/Rhob/Cxcl12,21
