ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-202733,Cell surface interactions at the vascular wall,13/210,107/8657,1.68952082428895e-06,3.01514485565413e-05,2.71554561636727e-05,Pf4/Fn1/Col1a1/Sdc2/Cav1/Cd74/Col1a2/Esam/Fcer1g/Gas6/Jam2/Jam3/Thbd,13
R-MMU-76002,Platelet activation, signaling and aggregation,20/210,260/8657,4.65226715488937e-06,7.99500725877284e-05,7.2005850311543e-05,Clec3b/Clu/Lgals3bp/Pf4/Selenop/Serpina3n/Sparc/Srgn/Timp3/Igf1/Actn1/Flna/Fn1/Col1a1/Mgll/Col1a2/Fcer1g/Gas6/Timp1/Trf,20
R-MMU-2173782,Binding and Uptake of Ligands by Scavenger Receptors,7/210,34/8657,1.3783560974507e-05,0.000228413296148973,0.000205717056649597,Sparc/Apoe/Colec12/Lrp1/Hba-a1/Hba-a2/Hbb-bs,7
R-MMU-375165,NCAM signaling for neurite out-growth,7/210,36/8657,2.05247909865347e-05,0.000328396655784556,0.00029576559062266,Col3a1/Col4a1/Col4a2/Col5a1/Col5a2/Col6a1/Col6a3,7
R-MMU-445355,Smooth Muscle Contraction,6/210,27/8657,3.66680062056682e-05,0.000567131829314335,0.000510778893461413,Myl9/Acta2/Cald1/Myh11/Tpm1/Tpm2,6
R-MMU-5627123,RHO GTPases activate PAKs,5/210,19/8657,7.0562064587012e-05,0.00105615477317334,0.000951210174568549,Myl9/Flna/Myh11/Mylk/Ppp1r12a,5
R-MMU-6806834,Signaling by MET,9/210,76/8657,8.5355948792106e-05,0.00123766125748554,0.00111468130494954,Lama4/Col3a1/Col5a1/Col5a2/Lamb1/Lamb2/Fn1/Col1a1/Col1a2,9
R-MMU-1247673,Erythrocytes take up oxygen and release carbon dioxide,4/210,11/8657,9.71436114513979e-05,0.00136589805192269,0.00123017587707193,Aqp1/Hba-a1/Hba-a2/Hbb-bs,4
R-MMU-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,10/210,101/8657,0.000159796976432931,0.00218075873720235,0.00196406810042952,Col3a1/C3/B2m/Cd200/Cd34/Col1a1/Colec12/Ifitm1/Ifitm3/Col1a2,10
R-MMU-166786,Creation of C4 and C2 activators,4/210,14/8657,0.000278245450689863,0.00368873968914561,0.0033222088398158,C1qa/C1qb/C1qc/C1ra,4
R-MMU-1971475,A tetrasaccharide linker sequence is required for GAG synthesis,5/210,26/8657,0.00034757806761786,0.00442884488718423,0.00398877363931973,Vcan/Bgn/Gpc6/Hspg2/Sdc2,5
R-MMU-1237044,Erythrocytes take up carbon dioxide and release oxygen,4/210,15/8657,0.000372252048707295,0.00442884488718423,0.00398877363931973,Aqp1/Hba-a1/Hba-a2/Hbb-bs,4
R-MMU-1480926,O2/CO2 exchange in erythrocytes,4/210,15/8657,0.000372252048707295,0.00442884488718423,0.00398877363931973,Aqp1/Hba-a1/Hba-a2/Hbb-bs,4
R-MMU-2214320,Anchoring fibril formation,4/210,15/8657,0.000372252048707295,0.00442884488718423,0.00398877363931973,Col4a1/Col4a2/Col1a1/Col1a2,4
R-MMU-2168880,Scavenging of heme from plasma,4/210,19/8657,0.00097947564519987,0.0113619174843185,0.0102329429248513,Lrp1/Hba-a1/Hba-a2/Hbb-bs,4
R-MMU-975634,Retinoid metabolism and transport,6/210,49/8657,0.00111107256136276,0.0125740894749346,0.011324667698614,Apoe/Gpc6/Hspg2/Lrp1/Rbp4/Sdc2,6
R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,22/210,447/8657,0.00120203777491179,0.0132796554180731,0.0119601252290722,Lama4/Col3a1/Col4a1/Col4a2/Col5a1/Col5a2/Col6a1/Col6a3/Lamb1/Lamb2/Pdgfd/Hspb1/Nfkbia/Igf1/Fn1/Col1a1/Col1a2/Net1/Fgfr1/Hbegf/Pdgfra/Pdgfrb,22
R-MMU-6806667,Metabolism of fat-soluble vitamins,6/210,52/8657,0.00152299182640302,0.0164341443593257,0.0148011690350551,Apoe/Gpc6/Hspg2/Lrp1/Rbp4/Sdc2,6
R-MMU-75892,Platelet Adhesion to exposed collagen,3/210,11/8657,0.00201056883396536,0.0212023622490893,0.0190955939493839,Col1a1/Col1a2/Fcer1g,3
R-MMU-430116,GP1b-IX-V activation signalling,3/210,12/8657,0.00263310701936112,0.0271502590440791,0.0244524792207337,Flna/Col1a1/Col1a2,3
R-MMU-446353,Cell-extracellular matrix interactions,3/210,14/8657,0.00420336152153365,0.0423991249128612,0.0381861447150769,Actn1/Fblim1/Flna,3
R-MMU-6809371,Formation of the cornified envelope,8/210,107/8657,0.00438138849725549,0.0432545587814159,0.0389565785758215,Krt15/Krt18/Krt19/Krt4/Krt5/Krt7/Krt8/Sprr1a,8
R-MMU-1592389,Activation of Matrix Metalloproteinases,5/210,46/8657,0.00489173815159395,0.0472868021320748,0.0425881589075175,Mmp2/Col18a1/Ctsk/Mmp14/Timp1,5
