ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-1442490,Collagen degradation,16/238,68/8657,2.65234746580429e-11,1.15979921004715e-09,1.00763822385101e-09,Col12a1/Col15a1/Col1a1/Col1a2/Col3a1/Col4a1/Col4a2/Col5a1/Col5a2/Col6a1/Col6a3/Col8a1/Col18a1/Ctsk/Mmp14/Mmp2,16
R-MMU-2129379,Molecules associated with elastic fibres,12/238,34/8657,4.54133448923963e-11,1.82031824110355e-09,1.58149981774398e-09,Fn1/Bmp4/Efemp1/Eln/Fbln1/Fbln2/Fbln5/Mfap4/Fbn1/Mfap2/Mfap5/Tgfb3,12
R-MMU-3000178,ECM proteoglycans,12/238,40/8657,3.99678637475823e-10,1.47881095866054e-08,1.28479691561054e-08,Bgn/Col1a1/Col1a2/Col3a1/Col5a1/Col5a2/Col6a1/Col6a3/Tnc/Vcan/Fn1/Sparc,12
R-MMU-3000171,Non-integrin membrane-ECM interactions,11/238,33/8657,6.11464001397858e-10,2.10081560480264e-08,1.82519705680413e-08,Hspg2/Col1a1/Col1a2/Col3a1/Col4a1/Col4a2/Col5a1/Col5a2/Ddr2/Fn1/Sdc2,11
R-MMU-8874081,MET activates PTK2 signaling,10/238,30/8657,3.78761776494436e-09,1.21456276329216e-07,1.0552170194266e-07,Col1a1/Col1a2/Col3a1/Col5a1/Col5a2/Lama2/Lama4/Lamb1/Lamb2/Fn1,10
R-MMU-2243919,Crosslinking of collagen fibrils,7/238,13/8657,1.62104803382424e-08,4.87327565168412e-07,4.2339215093962e-07,Col1a1/Col1a2/Col4a1/Col4a2/Lox/Loxl1/Bmp1,7
R-MMU-3000157,Laminin interactions,9/238,28/8657,3.37847947438599e-08,9.55910957164507e-07,8.30499288749993e-07,Hspg2/Col4a1/Col4a2/Lama2/Lama4/Nid1/Lamb1/Lamb2/Col18a1,9
R-MMU-114608,Platelet degranulation ,17/238,132/8657,1.06550727132488e-07,2.74183512233276e-06,2.3821173948268e-06,Trf/Actn1/Clec3b/Clu/Flna/Fn1/Gas6/Islr/Lgals3bp/Selenop/Sparc/Timp1/Timp3/Serpina3n/Tgfb3/Pf4/Igf1,17
R-MMU-8875878,MET promotes cell motility,10/238,41/8657,1.08305337472604e-07,2.74183512233276e-06,2.3821173948268e-06,Col1a1/Col1a2/Col3a1/Col5a1/Col5a2/Lama2/Lama4/Lamb1/Lamb2/Fn1,10
R-MMU-977606,Regulation of Complement cascade,10/238,42/8657,1.38755095253038e-07,3.33706004083555e-06,2.89925120081347e-06,C4b/Clu/C3/Cd55/Cfp/Cfh/C1qa/C1qb/C1qc/C1ra,10
R-MMU-76005,Response to elevated platelet cytosolic Ca2+,17/238,137/8657,1.84769433673286e-07,4.23209988556432e-06,3.67686542196966e-06,Trf/Actn1/Clec3b/Clu/Flna/Fn1/Gas6/Islr/Lgals3bp/Selenop/Sparc/Timp1/Timp3/Serpina3n/Tgfb3/Pf4/Igf1,17
R-MMU-186797,Signaling by PDGF,11/238,56/8657,2.69026216916466e-07,5.88189137894637e-06,5.11021091463334e-06,Col3a1/Col4a1/Col4a2/Col5a1/Col5a2/Col6a1/Col6a3/Pdgfd/Pdgfra/Pdgfrb/Thbs2,11
R-MMU-166663,Initial triggering of complement,7/238,19/8657,4.13185045510719e-07,8.28091695377732e-06,7.1944939941998e-06,C4b/C3/Cfp/C1qa/C1qb/C1qc/C1ra,7
R-MMU-419037,NCAM1 interactions,7/238,19/8657,4.13185045510719e-07,8.28091695377732e-06,7.1944939941998e-06,Col3a1/Col4a1/Col4a2/Col5a1/Col5a2/Col6a1/Col6a3,7
R-MMU-166658,Complement cascade,10/238,50/8657,7.98397812277133e-07,1.5361173908212e-05,1.33458497462746e-05,C4b/Clu/C3/Cd55/Cfp/Cfh/C1qa/C1qb/C1qc/C1ra,10
R-MMU-76002,Platelet activation, signaling and aggregation,22/238,260/8657,2.51930421613348e-06,4.66071279984694e-05,4.04924604779349e-05,Mgll/Rhob/Col1a1/Col1a2/Trf/Actn1/Clec3b/Clu/Flna/Fn1/Gas6/Islr/Lgals3bp/Selenop/Sparc/Timp1/Timp3/Fcer1g/Serpina3n/Tgfb3/Pf4/Igf1,22
R-MMU-202733,Cell surface interactions at the vascular wall,13/238,107/8657,6.75293208457647e-06,0.000120302234543751,0.00010451906579247,Jam2/Col1a1/Col1a2/Fn1/Gas6/Jam3/Fcer1g/Cd74/Esam/Sdc2/Cav1/Pf4/Thbd,13
R-MMU-2173782,Binding and Uptake of Ligands by Scavenger Receptors,7/238,34/8657,3.10035302958948e-05,0.000532596359725906,0.000462721861934971,Lrp1/Apoe/Sparc/Hba-a1/Hba-a2/Hbb-bs/Colec12,7
R-MMU-2214320,Anchoring fibril formation,5/238,15/8657,3.60928491285089e-05,0.000598643463131475,0.000520103851325519,Col1a1/Col1a2/Col4a1/Col4a2/Bmp1,5
R-MMU-6806834,Signaling by MET,10/238,76/8657,3.96411993678018e-05,0.000635580563197088,0.000552194952597098,Col1a1/Col1a2/Col3a1/Col5a1/Col5a2/Lama2/Lama4/Lamb1/Lamb2/Fn1,10
R-MMU-375165,NCAM signaling for neurite out-growth,7/238,36/8657,4.59050704518184e-05,0.000712268996365311,0.000618822172134869,Col3a1/Col4a1/Col4a2/Col5a1/Col5a2/Col6a1/Col6a3,7
R-MMU-975634,Retinoid metabolism and transport,8/238,49/8657,4.93757396713216e-05,0.000742179086934553,0.000644808179260352,Hspg2/Lrp1/Rbp4/Apoe/Gpc3/Gpc6/Sdc2/Lpl,8
R-MMU-1971475,A tetrasaccharide linker sequence is required for GAG synthesis,6/238,26/8657,5.8800558731146e-05,0.00085706268938428,0.000744619515670334,Hspg2/Bgn/Vcan/Gpc3/Gpc6/Sdc2,6
R-MMU-445355,Smooth Muscle Contraction,6/238,27/8657,7.38772534824906e-05,0.00104514585073759,0.000908026923608321,Acta2/Cald1/Myh11/Tpm1/Tpm2/Myl9,6
R-MMU-6806667,Metabolism of fat-soluble vitamins,8/238,52/8657,7.67398438314586e-05,0.0010546247109409,0.000916262195521476,Hspg2/Lrp1/Rbp4/Apoe/Gpc3/Gpc6/Sdc2/Lpl,8
R-MMU-5627123,RHO GTPases activate PAKs,5/238,19/8657,0.000127704163132757,0.00170626951296823,0.00148241382350014,Flna/Ppp1r12a/Myh11/Mylk/Myl9,5
R-MMU-1247673,Erythrocytes take up oxygen and release carbon dioxide,4/238,11/8657,0.000157880203963926,0.00205244265153103,0.00178317044021845,Aqp1/Hba-a1/Hba-a2/Hbb-bs,4
R-MMU-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,10/238,101/8657,0.000437821911475085,0.00553383710946015,0.00480781996379403,Col1a1/Col1a2/Col3a1/B2m/C3/Cd200/Cd34/Colec12/Ifitm1/Ifitm3,10
R-MMU-166786,Creation of C4 and C2 activators,4/238,14/8657,0.000448689495361634,0.00553383710946015,0.00480781996379403,C1qa/C1qb/C1qc/C1ra,4
R-MMU-1237044,Erythrocytes take up carbon dioxide and release oxygen,4/238,15/8657,0.000598724639446406,0.00702406223350539,0.0061025335522522,Aqp1/Hba-a1/Hba-a2/Hbb-bs,4
R-MMU-1480926,O2/CO2 exchange in erythrocytes,4/238,15/8657,0.000598724639446406,0.00702406223350539,0.0061025335522522,Aqp1/Hba-a1/Hba-a2/Hbb-bs,4
R-MMU-9006934,Signaling by Receptor Tyrosine Kinases,24/238,447/8657,0.00124941684451997,0.0143087976717644,0.0124315410344468,Hspb1/Col1a1/Col1a2/Col3a1/Col4a1/Col4a2/Col5a1/Col5a2/Col6a1/Col6a3/Lama2/Lama4/Lamb1/Lamb2/Fn1/Fgfr1/Pdgfd/Net1/Nfkbia/Igf1/Hbegf/Pdgfra/Pdgfrb/Thbs2,24
R-MMU-2168880,Scavenging of heme from plasma,4/238,19/8657,0.00155916923209245,0.0174409395496853,0.0151527585101763,Lrp1/Hba-a1/Hba-a2/Hbb-bs,4
R-MMU-1638091,Heparan sulfate/heparin (HS-GAG) metabolism,6/238,49/8657,0.00210706808842239,0.0225222166784705,0.0195673925404372,Hspg2/Bgn/Vcan/Gpc3/Gpc6/Sdc2,6
R-MMU-1793185,Chondroitin sulfate/dermatan sulfate metabolism,6/238,49/8657,0.00210706808842239,0.0225222166784705,0.0195673925404372,Hspg2/Bgn/Vcan/Gpc3/Gpc6/Sdc2,6
R-MMU-2024096,HS-GAG degradation,4/238,21/8657,0.0023058573770073,0.0241112477900111,0.0209479491686933,Hspg2/Gpc3/Gpc6/Sdc2,4
R-MMU-2022857,Keratan sulfate degradation,3/238,11/8657,0.00287481500546125,0.0288080420338929,0.0250285429203534,Lum/Ogn/Prelp,3
R-MMU-75892,Platelet Adhesion to exposed collagen,3/238,11/8657,0.00287481500546125,0.0288080420338929,0.0250285429203534,Col1a1/Col1a2/Fcer1g,3
R-MMU-2187338,Visual phototransduction,8/238,90/8657,0.00323008500543516,0.031707569134986,0.0275476637413053,Hspg2/Lrp1/Rbp4/Apoe/Gpc3/Gpc6/Sdc2/Lpl,8
R-MMU-430116,GP1b-IX-V activation signalling,3/238,12/8657,0.00375584432982681,0.0361312224529339,0.0313909515566578,Col1a1/Col1a2/Flna,3
R-MMU-1630316,Glycosaminoglycan metabolism,9/238,114/8657,0.00407803780053138,0.038461493765796,0.0334155006565729,Hspg2/Bgn/Vcan/Gpc3/Gpc6/Sdc2/Lum/Ogn/Prelp,9
R-MMU-2022928,HS-GAG biosynthesis,4/238,26/8657,0.00517260306228877,0.0478465783261712,0.0415692999135353,Hspg2/Gpc3/Gpc6/Sdc2,4
