ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-202733,Cell surface interactions at the vascular wall,8/132,107/8657,0.000217160565163803,0.00527971624054496,0.00465752264759209,Itga4/Cd74/Atp1b1/Fcer1g/Jchain/Vpreb3/Fn1/Pf4,8
R-MMU-76005,Response to elevated platelet cytosolic Ca2+,9/132,137/8657,0.000234106534428668,0.00535690834663247,0.00472561797051058,Cd63/Ctsw/F13a1/Fn1/Pf4/Plek/Srgn/Trf/Psap,9
R-MMU-140875,Common Pathway of Fibrin Clot Formation,4/132,21/8657,0.00025273900542703,0.00546197072839526,0.00481829916779016,Prtn3/Cd177/F13a1/Pf4,4
R-MMU-2172127,DAP12 interactions,5/132,40/8657,0.000327534465762281,0.00670583722008039,0.00591558093288109,Lck/Klrd1/Lat/Syk/Tyrobp,5
R-MMU-444473,Formyl peptide receptors bind formyl peptides and many other ligands,3/132,11/8657,0.000522818556750336,0.010168820928794,0.00897046576318997,Anxa1/Ccl6/Ccl9,3
R-MMU-2029481,FCGR activation,3/132,13/8657,0.000886183513329019,0.0164154946040471,0.0144809937516421,Cd247/Cd3g/Syk,3
R-MMU-114604,GPVI-mediated activation cascade,5/132,50/8657,0.000933774108941346,0.0165108240171902,0.0145650889720038,Il2rb/Lck/Fcer1g/Lat/Syk,5
R-MMU-3299685,Detoxification of Reactive Oxygen Species,4/132,32/8657,0.00133378035281871,0.022558285097673,0.019899880778897,Prdx2/Cat/Cybb/Gpx1,4
R-MMU-451927,Interleukin-2 family signaling,4/132,36/8657,0.00208447673084436,0.0337858936791023,0.0298043602743535,Il2rb/Lck/Ptk2b/Syk,4
R-MMU-2029485,Role of phospholipids in phagocytosis,3/132,18/8657,0.0023912941904138,0.0367603401031374,0.0324282799989793,Cd247/Cd3g/Syk,3
R-MMU-1266695,Interleukin-7 signaling,4/132,38/8657,0.00255148890176018,0.0367603401031374,0.0324282799989793,Il7r/Lck/Ptk2b/Smarca4,4
R-MMU-1433557,Signaling by SCF-KIT,4/132,38/8657,0.00255148890176018,0.0367603401031374,0.0324282799989793,Mmp9/Lck/Stat1/Grap,4
R-MMU-140877,Formation of Fibrin Clot (Clotting Cascade),4/132,39/8657,0.00280993238276302,0.0390379891748149,0.0344375171722085,Prtn3/Cd177/F13a1/Pf4,4
R-MMU-1474228,Degradation of the extracellular matrix,7/132,129/8657,0.00349858093418044,0.0469292408067652,0.0413988161358557,Ctsg/Elane/Mmp8/Mmp9/Ctsb/Ctss/Fn1,7
